id,id,cause_of_death,region_origin,affected_nationality,missing,dead,incident_region,date,source,reliability,lat,lon,nationalities,causes
199,199,Vehicle accident,MENA,Sudan,0.0,1.0,Europe,2014-12-12,Calais Migrant Solidarity,Verified,51.1208,1.0437,['Sudan'],['Vehicular/Mechanical']
200,200,Drowning,Horn of Africa,Ethiopia,3.0,21.0,Horn of Africa,2014-12-07,IOM Yemen,Verified,13.1383,43.1598,['Ethiopia'],['Drowning/Asphyxiation']
201,201,Presumed drowning,Sub-Saharan Africa,Reported as unspecified nationals of Sub-Saharan Africa,23.0,0.0,Mediterranean,2014-12-05,Press TV,Partially Verified,36.3992,-2.38403,['Unknown'],['Drowning/Asphyxiation']
202,202,Hypothermia,Sub-Saharan Africa,Reported as unspecified nationals of Sub-Saharan Africa,0.0,17.0,Mediterranean,2014-12-05,IOM Rome,Verified,34.1618,13.0737,['Unknown'],['Exposure']
203,203,Unknown (found on motorway),Unknown,Unknown,0.0,1.0,Europe,2014-12-01,Calais Migrant Solidarity,Verified,50.8476,1.7578099999999999,['Unknown'],"['Vehicular/Mechanical', 'Unknown']"
204,204,Burned to death hiding in truck,Unknown,Unknown,0.0,2.0,Europe,2014-11-19,Daily Mail,Verified,50.9966,2.2574,['Unknown'],['Vehicular/Mechanical']
205,205,Drowning,Sub-Saharan Africa,Reported as unspecified nationals of Sub-Saharan Africa,6.0,0.0,Mediterranean,2014-11-25,IOM Rome,Verified,35.9246,13.1616,['Unknown'],['Drowning/Asphyxiation']
206,206,Drowning,Sub-Saharan Africa,Reported as unspecified nationals of Sub-Saharan Africa,12.0,0.0,Mediterranean,2014-11-17,IOM Rome,Verified,36.3151,12.9199,['Unknown'],['Drowning/Asphyxiation']
207,207,Presumed drowning,Horn of Africa,Ethiopia,30.0,0.0,Horn of Africa,2014-11-11,IOM Djibouti,Verified,12.093,44.0305,['Ethiopia'],['Drowning/Asphyxiation']
208,208,Drowning,South Asia,Afghanistan,0.0,4.0,Mediterranean,2014-11-07,Daily News,Verified,39.279,26.531999999999996,['Afghanistan'],['Drowning/Asphyxiation']
209,209,Drowning,South Asia,Afghanistan,11.0,27.0,Middle East,2014-11-05,Daily Sabah,Verified,41.2582,29.1289,['Afghanistan'],['Drowning/Asphyxiation']
210,210,,Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-10-30,PCOME,Verified,31.3642,-111.11,['Unknown'],['Unknown']
211,211,Presumed drowning,Unknown,Reported as unspecified nationals of Africa,20.0,0.0,Mediterranean,2014-10-29,Mail Online,Verified,34.3706,14.1724,['Unknown'],['Drowning/Asphyxiation']
214,214,Drowning,Caribbean,Cuba,2.0,0.0,Caribbean,2014-10-27,New York Times,Verified,24.5671,-80.321,['Cuba'],['Drowning/Asphyxiation']
215,215,Hit by truck,Middle East / South Asia,Syria,0.0,1.0,Europe,2014-10-24,Liberation.fr,Partially Verified,50.9513,1.8586900000000002,['Syria'],['Vehicular/Mechanical']
218,218,Hit by vehicle,Horn of Africa,Ethiopia,0.0,1.0,Europe,2014-10-20,Kentonline,Verified,50.95131433,1.8586900000000002,['Ethiopia'],['Vehicular/Mechanical']
219,219,Drowning,Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2014-10-17,Society for Humanitarian Solidarity,Verified,12.5331,47.9224,['Unknown'],['Drowning/Asphyxiation']
220,220,Drowning,Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2014-10-17,Society for Humanitarian Solidarity,Verified,12.5331,47.9224,['Unknown'],['Drowning/Asphyxiation']
221,221,Drowning due to forced disembarcation,Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2014-10-17,Society for Humanitarian Solidarity,Verified,12.5331,47.9224,['Unknown'],['Drowning/Asphyxiation']
222,222,Drowning,Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2014-10-17,Society for Humanitarian Solidarity,Verified,12.5331,47.9224,['Unknown'],['Drowning/Asphyxiation']
223,223,,Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2014-10-17,Society for Humanitarian Solidarity,Verified,12.5331,47.9224,['Unknown'],['Unknown']
224,224,Drowning,Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2014-10-17,Society for Humanitarian Solidarity,Verified,12.5331,47.9224,['Unknown'],['Drowning/Asphyxiation']
225,225,Drowning,Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2014-10-17,Society for Humanitarian Solidarity,Verified,12.5331,47.9224,['Unknown'],['Drowning/Asphyxiation']
226,226,Drowning,Horn of Africa,Unknown,0.0,1.0,Horn of Africa,2014-10-16,Society for Humanitarian Solidarity,Verified,12.6082,48.8232,['Unknown'],['Drowning/Asphyxiation']
229,229,Drowning,Unknown,"Unknown. Survivors from Bangladesh, Burma, or are ethnic Rohingya",4.0,0.0,Southeast Asia,2014-10-14,Phuketwan,Partially Verified,9.00988,98.2892,"['Bangladesh', 'Myanmar (Burma)']",['Drowning/Asphyxiation']
230,230,,Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-10-12,PCOME,Verified,31.7146,-111.43799999999999,['Unknown'],['Unknown']
231,231,"Hyperthermia, starvation",Unknown,Unknown,0.0,3.0,Mediterranean,2014-10-10,spyghana,Partially Verified,35.898,15.4907,['Unknown'],['Exposure']
233,233,Presumed drowning,Caribbean,Unknown,2.0,0.0,Caribbean,2014-10-05,US Coast Guard,Verified,25.7529,-79.8528,['Unknown'],['Drowning/Asphyxiation']
234,234,Drowning,Horn of Africa,Unknown,0.0,64.0,Horn of Africa,2014-10-02,UNHCR,Verified,12.7047,49.4824,['Unknown'],['Drowning/Asphyxiation']
235,235,Drowning,Sub-Saharan Africa,Reported as unspecified nationals of Sub-Saharan Africa,85.0,10.0,Mediterranean,2014-10-02,AFP,Verified,33.5963,14.6338,['Unknown'],['Drowning/Asphyxiation']
236,236,Drowning,Sub-Saharan Africa,Reported as unspecified nationals of Sub-Saharan Africa,6.0,2.0,Mediterranean,2014-10-01,AFP,Verified,35.9858,-5.39635,['Unknown'],['Drowning/Asphyxiation']
237,237,,Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-10-01,PCOME,Verified,32.1376,-112.665,['Unknown'],['Unknown']
238,238,,Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-09-26,PCOME,Verified,31.7673,-111.973,['Unknown'],['Unknown']
239,239,,Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-09-25,PCOME,Verified,32.1498,-112.039,['Unknown'],['Unknown']
240,240,,Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-09-25,PCOME,Verified,32.1236,-113.197,['Unknown'],['Unknown']
241,241,,Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-09-23,PCOME,Verified,31.7497,-111.679,['Unknown'],['Unknown']
242,242,Drowning,Unknown,Unknown,33.0,10.0,Mediterranean,2014-09-21,UNHCR News Today,Verified,33.6053,16.9684,['Unknown'],['Drowning/Asphyxiation']
243,243,Drowning,MENA,"15 dead from Palestine. Missing are from Palestine, Syria, and Egypt",73.0,15.0,Mediterranean,2014-09-14,Palestinian News Network,Partially Verified,31.5253,29.6864,"['Egypt', 'Palestine', 'Syria']",['Drowning/Asphyxiation']
244,244,Drowning,Unknown,Unknown,94.0,70.0,Mediterranean,2014-09-14,"IOM, Italian Coast Guard, Al Wasat",Partially Verified,33.5048,13.8702,['Unknown'],['Drowning/Asphyxiation']
245,245,Drowning,Unknown,Unknown,16.0,2.0,Mediterranean,2014-09-12,Il Fatto Cronaca,Verified,34.9853,16.105999999999998,['Unknown'],['Drowning/Asphyxiation']
246,246,Drowning,MENA,"Syrian Arab Republic, Egypt, Sudan",497.0,3.0,Mediterranean,2014-09-12,"Still under investigation, but reports passed on via IOM Italy. Also the Guardian",Verified,33.9069,14.4141,"['Egypt', 'Sudan', 'Syria']",['Drowning/Asphyxiation']
247,247,,Unknown,Unknown,0.0,1.0,U.S./Mexico Border,2014-09-12,PCOME,Verified,31.7668,-112.04899999999999,['Unknown'],['Unknown']
248,248,Hyperthermia,Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-09-11,PCOME,Verified,32.5531,-112.43299999999999,['Unknown'],['Exposure']
249,249,,Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-09-10,PCOME,Verified,32.3769,-113.164,['Unknown'],['Unknown']
251,251,,Unknown,Unknown,0.0,1.0,U.S./Mexico Border,2014-09-07,PCOME,Verified,32.0038,-113.029,['Unknown'],['Unknown']
252,252,,Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-09-06,PCOME,Verified,32.2291,-110.959,['Unknown'],['Unknown']
253,253,,Central America,Mexico,0.0,1.0,U.S./Mexico Border,2014-09-03,PCOME,Verified,31.9292,-112.068,['Mexico'],['Unknown']
254,254,Presumed drowning,Unknown,Unknown,100.0,0.0,Mediterranean,2014-08-31,Press Association,Partially Verified,32.8879,13.7096,['Unknown'],['Drowning/Asphyxiation']
255,255,Tortured to death,South Asia,Bangladesh,0.0,1.0,Southeast Asia,2014-08-31,Daily Star,Verified,22.6699,88.9467,['Bangladesh'],['Violence/Homicide']
256,256,Presumed drowning,East Asia,China,9.0,0.0,Southeast Asia,2014-09-09,China Central Television (eng); China News Service (eng) (ECNS),Verified,22.2344,113.64299999999999,['China'],['Drowning/Asphyxiation']
257,257,Drowning,MENA,Syrian Arab Republic,0.0,42.0,Mediterranean,2014-08-29,AFP,Verified,33.5111,11.8652,['Syria'],['Drowning/Asphyxiation']
258,258,Presumed drowning,Caribbean,"Dominican Republic, Haiti",23.0,0.0,Caribbean,2014-08-28,Dominican Today,Verified,18.3459,-67.8186,"['Dominican Republic', 'Haiti']",['Drowning/Asphyxiation']
259,259,"Dehydration, Presumed drowning",Caribbean,Cuba,6.0,11.0,Caribbean,2014-08-28,Yahoo! News,Verified,23.6244,-86.2866,['Cuba'],"['Drowning/Asphyxiation', 'Exposure']"
260,260,Drowning,Caribbean,Haiti,0.0,1.0,Caribbean,2014-08-25,Miami Herald,Verified,26.2937,-80.0615,['Haiti'],['Drowning/Asphyxiation']
261,261,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-08-25,PCOME,Verified,31.7552,-111.833,['Unknown'],['Unknown']
262,262,Drowning,Unknown,Unknown,0.0,24.0,Mediterranean,2014-08-24,IOM Rome,Verified,34.5671,14.0625,['Unknown'],['Drowning/Asphyxiation']
263,263,Unspecified location between North Africa and Italy. Body brought to Calabria.,Unknown,Unknown,0.0,1.0,Mediterranean,2014-08-24,IOM Rome,Verified,34.3134,16.9189,['Unknown'],['Unknown']
264,264,Drowning,Caribbean,Cuba,5.0,4.0,Caribbean,2014-08-24,Miami Herald,Verified,25.8709,-79.6756,['Cuba'],['Drowning/Asphyxiation']
265,265,Drowning,Sub-Saharan Africa,Reported as unspecified nationals of Sub-Saharan Africa,8.0,18.0,Mediterranean,2014-08-23,IOM Rome and Yahoo! News,Verified,35.2823,15.8752,['Unknown'],['Drowning/Asphyxiation']
266,266,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-08-03,PCOME,Verified,32.1119,-112.271,['Unknown'],['Unknown']
267,267,Drowning,Sub-Saharan Africa,Sub-Saharan Africa,81.0,170.0,Mediterranean,2014-08-22,"Aljazeera, Telegraph, IOM, UNHCR",Verified,32.9212,13.7659,['Unknown'],['Drowning/Asphyxiation']
268,268,Hyperthermia,Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-08-21,PCOME,Verified,32.1816,-112.42399999999999,['Unknown'],['Exposure']
269,269,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-08-18,PCOME,Verified,32.1991,-112.155,['Unknown'],['Unknown']
270,270,"Homicide, likely by asphyxiation",South Asia,Afghanistan,0.0,1.0,Europe,2014-08-16,News Letter - The Pride of Northern Ireland,Verified,51.4616,0.345211,['Afghanistan'],"['Drowning/Asphyxiation', 'Violence/Homicide']"
271,271,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-08-05,PCOME,Verified,31.7938,-112.23100000000001,['Unknown'],['Unknown']
272,272,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-08-05,PCOME,Verified,31.7155,-112.14399999999999,['Unknown'],['Unknown']
273,273,Unknown (skeletal remains),Central America,Unnknown,0.0,1.0,U.S./Mexico Border,2014-08-05,PCOME,Verified,32.0302,-111.74700000000001,['Unknown'],['Unknown']
274,274,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-08-04,PCOME,Verified,31.8323,-112.508,['Unknown'],['Unknown']
275,275,Drowning,MENA,Syrian Arab Republic,170.0,2.0,Mediterranean,2014-08-03,IOM Italy,Verified,33.49917908,15.49076328,['Syria'],['Drowning/Asphyxiation']
276,276,Hit by train,Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-08-01,PCOME,Verified,31.8276,-111.999,['Unknown'],['Vehicular/Mechanical']
277,277,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-07-31,PCOME,Verified,31.8206,-111.686,['Unknown'],['Unknown']
278,278,Electrocution,Central America,Mexico,0.0,1.0,U.S./Mexico Border,2014-07-30,PCOME,Verified,32.2862,-112.15,['Mexico'],['Vehicular/Mechanical']
279,279,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-07-30,PCOME,Verified,31.8778,-111.853,['Unknown'],['Unknown']
280,280,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-07-28,PCOME,Verified,31.6232,-111.81299999999999,['Unknown'],['Unknown']
281,281,Drowning,Sub-Saharan Africa,Survivors from Sub-Saharan Africa,108.0,20.0,Mediterranean,2014-07-28,ANSA Med,Verified,34.4666,13.5791,['Unknown'],['Drowning/Asphyxiation']
282,282,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-07-27,PCOME,Verified,31.7914,-112.22,['Unknown'],['Unknown']
283,283,Hyperthermia,Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-07-26,PCOME,Verified,31.7903,-112.367,['Unknown'],['Exposure']
284,284,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-07-24,PCOME,Verified,31.8591,-112.365,['Unknown'],['Unknown']
285,285,Hit by truck,Horn of Africa,Eritrea,0.0,1.0,Europe,2014-07-24,The Independent,Partially Verified,50.9584,0.175781,['Eritrea'],['Vehicular/Mechanical']
286,286,Drowning,Unknown,Unknown,14.0,5.0,Mediterranean,2014-07-21,Malta Today,Verified,36.3557,14.0845,['Unknown'],['Drowning/Asphyxiation']
287,287,Drowning,Unknown,'Mostly African',0.0,3.0,Mediterranean,2014-07-19,World Bulletin,Verified,33.4442,14.2383,['Unknown'],['Drowning/Asphyxiation']
288,288,Drowning,MENA,"Egypt, Syrian Arab Republic",53.0,2.0,Mediterranean,2014-07-19,Zee News,Verified,31.5818,30.6711,"['Egypt', 'Syria']",['Drowning/Asphyxiation']
289,289,On board violence,Sub-Saharan Africa,'Sub-Saharan African',0.0,29.0,Mediterranean,2014-07-19,Voice of America,Verified,34.5821,14.2163,['Unknown'],['Violence/Homicide']
290,290,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-07-17,PCOME,Verified,31.7552,-112.206,['Unknown'],['Unknown']
291,291,Drowning,Unknown,Unknown,0.0,3.0,Mediterranean,2014-07-17,Al-Arab Online,Verified,32.8343,13.7192,['Unknown'],['Drowning/Asphyxiation']
292,292,Presumed drowning,Sub-Saharan Africa,"Survivors were from Gambia, Ghana and Mali",41.0,0.0,Mediterranean,2014-07-17,The Daily Star,Verified,33.2423,13.1204,"['Gambia', 'Ghana', 'Mali']",['Drowning/Asphyxiation']
293,293,Drowning,South East Asia,Indonesia,18.0,2.0,Southeast Asia,2014-07-15,BBC,Verified,6.35306,115.291,['Indonesia'],['Drowning/Asphyxiation']
294,294,Drowning,Unknown,Unknown,109.0,1.0,Mediterranean,2014-07-14,UNHCR,Verified,33.6564,14.5898,['Unknown'],['Drowning/Asphyxiation']
295,295,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-07-13,PCOME,Verified,32.14411219,-111.50993799999999,['Unknown'],['Unknown']
296,296,Presumed drowning,Unknown,Unknown,0.0,12.0,Mediterranean,2014-07-12,IANS,Verified,32.9511,13.2042,['Unknown'],['Drowning/Asphyxiation']
297,297,Drowning,Middle East / South Asia,Unknown,21.0,4.0,Mediterranean,2014-07-11,Greek Reporter,Verified,37.86203134,26.92196211,['Unknown'],['Drowning/Asphyxiation']
299,299,Drowning,MENA,Syrian Arab Republic,188.0,12.0,Mediterranean,2014-07-06,Reuters,Verified,32.9615,13.0888,['Syria'],['Drowning/Asphyxiation']
300,300,,Unknown,Unknown,0.0,13.0,Mediterranean,2014-07-05,IANS,Verified,33.0335,15.293,['Unknown'],['Unknown']
301,301,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-07-05,PCOME,Verified,31.8871,-112.419,['Unknown'],['Unknown']
302,302,Hyperthermia,Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-07-02,PCOME,Verified,31.7587,-111.714,['Unknown'],['Exposure']
303,303,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-07-02,PCOME,Verified,31.733,-111.81200000000001,['Unknown'],['Unknown']
304,304,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-07-01,PCOME,Verified,31.7307,-111.84200000000001,['Unknown'],['Unknown']
305,305,Drowning,Unknown,Unknown,75.0,0.0,Mediterranean,2014-07-01,Yahoo! News,Verified,36.4317,15.8313,['Unknown'],['Drowning/Asphyxiation']
306,306,Asphyxiation and crushing,Unknown,"Syrian Arab Republic, Eritrea, Somalia, Cameroon",0.0,45.0,Mediterranean,2014-06-29,Oman Daily Observer,Verified,36.22284102,14.68871875,"['Cameroon', 'Eritrea', 'Somalia', 'Syria']","['Drowning/Asphyxiation', 'Vehicular/Mechanical']"
307,307,Drowning,Sub-Saharan Africa,Syrian Arab Republic,4.0,2.0,Mediterranean,2014-06-29,Yahoo! News,Verified,36.1838,12.6233,['Syria'],['Drowning/Asphyxiation']
308,308,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-06-28,PCOME,Verified,31.8661,-112.03299999999999,['Unknown'],['Unknown']
309,309,Presumed drowning,Horn of Africa,Eritrea,240.0,0.0,Mediterranean,2014-06-27,IOM Rome Office,Verified,34.6033,16.875,['Eritrea'],['Drowning/Asphyxiation']
310,310,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-06-25,PCOME,Verified,32.21152864,-111.51405790000001,['Unknown'],['Unknown']
311,311,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-06-19,PCOME,Verified,31.8556,-111.723,['Unknown'],['Unknown']
312,312,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-06-19,PCOME,Verified,31.7891,-111.757,['Unknown'],['Unknown']
313,313,Hyperthermia,Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-06-18,PCOME,Verified,31.9838,-112.375,['Unknown'],['Exposure']
314,314,Drowning,South East Asia,Indonesia,26.0,9.0,Southeast Asia,2014-06-18,The World Post (Huffington and BIG),Verified,4.66259,99.5451,['Indonesia'],['Drowning/Asphyxiation']
315,315,Clubbed/beaten to death,Unknown,Reported as unspecified nationals of Africa,0.0,4.0,Mediterranean,2014-06-18,L'Espresso,Verified,35.2783,-2.96219,['Unknown'],['Violence/Homicide']
316,316,,Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-06-17,PCOME,Verified,31.9407,-112.27799999999999,['Unknown'],['Unknown']
317,317,,MENA,Syrian Arab Republic,0.0,1.0,Mediterranean,2014-06-15,BBC,Verified,35.9061,12.475,['Syria'],['Unknown']
318,318,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-06-14,PCOME,Verified,31.8801,-111.736,['Unknown'],['Unknown']
319,319,Hyperthermia,Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-06-14,PCOME,Verified,31.9337,-112.01700000000001,['Unknown'],['Exposure']
320,320,Drowning,Unknown,Unknown,0.0,10.0,Mediterranean,2014-06-14,Reuters,Verified,34.2775,14.6338,['Unknown'],['Drowning/Asphyxiation']
321,321,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-06-13,PCOME,Verified,32.26897922,-111.49603049999999,['Unknown'],['Unknown']
322,322,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-06-12,PCOME,Verified,32.0575,-111.666,['Unknown'],['Unknown']
323,323,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-06-12,PCOME,Verified,32.205999999999996,-111.904,['Unknown'],['Unknown']
324,324,Hyperthermia,Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-06-12,PCOME,Verified,32.1723,-112.03399999999999,['Unknown'],['Exposure']
325,325,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-06-12,PCOME,Verified,31.901999999999997,-112.07799999999999,['Unknown'],['Unknown']
327,327,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-06-10,PCOME,Verified,32.22806172,-111.66870870000001,['Unknown'],['Unknown']
328,328,Hyperthermia,Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-06-10,PCOME,Verified,32.12,-111.986,['Unknown'],['Exposure']
329,329,Drowning,Unknown,'African',2.0,3.0,Mediterranean,2014-06-09,The Guardian,Verified,35.358000000000004,12.7826,['Unknown'],['Drowning/Asphyxiation']
330,330,Hyperthermia,Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-06-09,PCOME,Verified,32.1258,-112.01,['Unknown'],['Exposure']
331,331,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-06-09,PCOME,Verified,31.9873,-111.861,['Unknown'],['Unknown']
332,332,Drowning,Sub-Saharan Africa,Central African Republic,0.0,4.0,Mediterranean,2014-06-08,The Guardian,Verified,35.4125,12.3486,['Central African Republic (CAR)'],['Drowning/Asphyxiation']
333,333,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-06-06,PCOME,Verified,32.11413845,-111.27960890000001,['Unknown'],['Unknown']
334,334,,Unknown,Unknown,0.0,3.0,Mediterranean,2014-06-05,Reuters,Verified,36.4935,13.667,['Unknown'],['Unknown']
335,335,Hyperthermia,Central America,Mexico,0.0,1.0,U.S./Mexico Border,2014-06-03,PCOME,Verified,32.0921,-111.929,['Mexico'],['Exposure']
336,336,Unknown (skeletal remains),Central America,Unknown,0.0,1.0,U.S./Mexico Border,2014-06-01,PCOME,Verified,32.24780748,-111.46576340000001,['Unknown'],['Unknown']
